"","OTU","kingdom","phylum","class","order","family","genus","species","APE10","APE20","APE21","APE23","APE24","APE25","APE26","APE27","APE29","APE02","APE03","APE04","APE05","APE06","APE08","APE09","DYP10","DYP11","DYP12","DYP13","DYP14","DYP15","DYP16","DYP17","DYP18","DYP01","DYP20","DYP21","DYP22","DYP23","DYP24","DYP25","DYP26","DYP27","DYP28","DYP29","DYP02","DYP31","DYP32","DYP33","DYP34","DYP03","DYP04","DYP05","DYP06","DYP07","DYP08","DYP09","HEI01","HEI02","HEI03","HEI04","LAC10","LAC11","LAC12","LAC01","LAC20","LAC21","LAC22","LAC23","LAC24","LAC25","LAC26","LAC27","LAC28","LAC29","LAC02","LAC03","LAC04","LAC05","LAC06","LAC07","LAC08","LAC09","THEO10","THEO01","THEO20","THEO21","THEO22","THEO23","THEO25","THEO26","THEO27","THEO28","THEO29","THEO02","THEO04","THEO05","THEO06","THEO07","THEO08","APE01","APE22","APE28","APE07","COR10","COR01","COR20","COR21","COR22","COR23","COR24","COR25","COR26","COR27","COR28","COR29","COR02","COR03","COR04","COR05","COR06","COR07","COR08","COR09","CHRY10","CHRY11","CHRY12","CHRY01","CHRY20","CHRY21","CHRY22","CHRY23","CHRY24","CHRY25","CHRY26","CHRY27","CHRY28","CHRY29","CHRY02","CHRY03","CHRY04","CHRY05","CHRY06","CHRY07","CHRY08","CHRY09","HEI10","HEI20","HEI21","HEI22","HEI23","HEI24","HEI25","HEI26","HEI27","HEI28","HEI29","HEI05","HEI06","HEI07","HEI08","HEI09","THEO24","THEO03","THEO09"
"35","OTU_70","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","Pleosporales_sp",0,0,0,0,0,439,109,0,0,92,0,0,44,0,0,0,0,0,0,0,4576,120,0,0,0,0,0,263,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,133,122,0,0,0,0,0,0,61,0,129,0,0,0,0,0,0,0,0,0,0,514,0,0,202,0,0,0,0,0,0,1583,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"36","OTU_44","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","Pezizomycotina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,11,183,0,6896,2,4,0,21,0,268,0,0,0,0,0,0,0,5,0,0,0,0,90,6,0,25,0,35,704,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"37","OTU_34","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_gigasporum",0,0,197,0,0,0,0,32,5,0,0,272,0,0,0,0,1376,0,12,0,0,0,0,1,0,0,0,0,0,61,0,6,0,57,0,27,13,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,142,11,184,0,0,159,0,156,162,0,0,0,0,38,17,0,0,0,436,0,0,0,0,384,0,0,582,34,1493,0,280,0,240,0,0,205,0,730,0,0,0,625,0,22,0,48,0,0,31,15,52,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","OTU_37","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_sp",161,198,0,0,0,67,0,0,19,0,361,0,0,0,120,140,196,0,74,0,3350,0,0,0,0,0,0,83,0,0,0,0,0,61,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,215,154,0,0,126,0,0,0,0,17,0,0,0,0,0,0,303,0,124,344,0,0,9,0,0,0,118,115,0,0,0,0,0,203,0,0,0,0,81,137,83,0,36,0,0,0,0,0,86,0,0,40,0,207,0,0,69,0,0,0,0,0,0,0,17,0,47,0,0,1,0,0,0,0,0,0,13,73,0,34,0,0,0,66,36,0,0,34,0,0,66,13,292,0,0
"39","OTU_50","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Muscodor","Muscodor_sp",0,0,0,0,0,0,0,0,0,0,0,0,52,1032,0,63,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,827,0,0,0,1389,0,0,0,0,0,0,0,0,0,82,0,0,0,274,0,0,0,0,120,0,0,0,0,0,0,0,812,0,0,0,0,305,0,97,236,293,400,158,235,0,13,0,0,0,0,189,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069,0,0,0,0,0,0,0
"40","OTU_42","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","Sordariomycetes_sp",0,0,87,92,0,22,0,36,13,0,0,144,0,0,0,0,102,0,299,15,0,0,319,0,128,0,0,241,0,16,0,25,66,18,0,55,71,0,1,0,0,0,85,0,94,0,51,0,0,151,3,221,0,0,364,0,0,590,0,591,0,0,68,64,0,498,8,3,132,0,134,65,263,62,127,0,0,0,0,0,0,0,135,0,0,0,0,0,136,0,0,0,0,0,0,597,0,0,309,0,86,0,0,0,38,0,0,38,0,118,0,0,0,76,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,112,0,0,0,9,0,36,0,209,0,180,0,26,0,0,0,153,0,60,0,0,0,0
"41","OTU_41","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","Ascomycota_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","OTU_59","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","Zasmidium_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,401,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,307,0,0,0,0,0,0,36,0,0,0,135,0,0,91,0,0,0,0,0,0,0,0,0,174,0,0,0,0,164,0,134,150,150,522,486,151,0,0,0,0,0,0,158,231,0,101,0,0,60,0,71,0,585,0,0,0,0,0,0,735,0,0,0,0,0,0,0
"43","OTU_43","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_sp",248,0,732,52,0,23,0,0,0,913,0,0,0,2225,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0
"44","OTU_46","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Pseudopestalotiopsis","Pseudopestalotiopsis_sp",0,0,0,1715,0,281,0,0,72,0,0,0,0,0,0,0,217,0,0,0,44,0,0,50,0,0,0,90,2,25,0,22,0,29,0,0,0,0,0,54,0,0,0,0,44,3,71,60,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,1,20,1,0,0,94,0,227,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,939,0,35,0,58,0,457,0,0,29,72,99,0,0,0,154,21,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,160,0,0,0,0,0,0
"45","OTU_60","Fungi","Ascomycota","Sordariomycetes","Hypoceales","Amplistromataceae","Amplistroma","Amplistroma_erinaceum",0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,595,7,109,15,0,0,153,0,70,45,72,0,3,45,0,109,2,63,0,97,27,0,19,6,0,0,69,6,68,22,116,68,50,29,0,142,0,0,162,0,0,25,20,38,0,32,99,176,0,129,84,0,0,0,182,0,150,78,172,0,0,41,0,0,0,0,0,0,0,0,60,0,33,0,246,0,0,0,0,85,0,0,0,0,0,53,0,0,62,0,0,21,26,151,0,0,0,104,0,25,0,0,0,0,8,0,0,0,0,18,0,0,0,0,0,22,37,48,55,0,0,0,107,26,0,0,17,11,0,0,0,0,0,176,0,0,0,0,0,0
"46","OTU_109","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","Neodevriesia_coccolobae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,9,0,0,634,0,0,0,0,0,3,0,0,0,0,20,0,37,13,0,0,0,0,166,0,4,0,0,0,0,30,65,0,38,0,0,93,0,14,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,56,0,188,0,0,0,162,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1399,60,0,5,0,0,0,0,0,0,0,0,84,0,297
"47","OTU_62","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","Xylaria_sp",0,0,65,149,22,12,0,171,8,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,723,0,0,489,0,78,55,264,5,729,0,0,48,51,548,21,0,69,512,0,103,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,145,0,0,0,24,0,0,0,0,0,74,0,0,0,0,0,0
"48","OTU_55","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_terreus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,71,0,0
"49","OTU_96","Fungi","Ascomycota","Sordariomycetes","Microascales","unidentified","unidentified","Microascales_sp",0,0,0,274,0,48,0,61,24,0,0,0,81,0,0,0,153,18,0,21,0,0,0,0,0,0,0,0,4,0,0,15,4,0,2,76,12,22,0,17,0,0,0,5,0,0,0,58,8,0,0,147,0,0,43,0,0,0,0,42,0,0,0,72,0,116,0,1,0,5,36,8,0,0,0,0,0,43,0,295,0,0,0,0,0,98,0,0,65,0,0,73,0,0,0,64,36,36,40,68,0,198,0,0,87,8,0,0,0,87,43,0,13,111,0,226,0,18,0,61,27,125,0,92,34,26,0,0,0,0,0,0,215,0,0,0,16,27,0,0,0,0,0,13,32,19,0,0,108,0,0,0,0,278,0,357
"50","OTU_53","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","unidentified","Clavicipitaceae_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,3032,196,18,0,270,0,341,128,37,0,122,0,16,0,0,0
"51","OTU_49","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_sp",482,0,0,0,0,0,0,0,0,0,0,65,0,524,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,43,0,0,0,24,0,0,0,48,0,24,0,0,0,0,42,0,0,0,0,0,0,0,5,0,0,0,32,0,0,0,1,57,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,19,0,18,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0
"52","OTU_68","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_oxysporum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,401,0,0,0,0,850,0,3,0,0,0,0,0,0,0,695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093,0,0,0,0
"53","OTU_52","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","Ascomycota_sp",0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,1,0,0,0,0,0,32,3,136,0,100,0,0,0,0,0,0,0,0,0,0,59,0,43,0,0,48,0,39,0,0,0,1,0,0,0,89,0,0,0,0,0,80,0,2,0,0,174,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,473,0,255,0,398,0,286,0,0,91,0,313,0,0,0,636,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,124,0,0,0,34,0,0,0,0,0,32,0,0,0,0,0,0
"54","OTU_58","Fungi","Ascomycota","Sordariomycetes","Xylariales","unidentified","unidentified","Xylariales_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,336,0,0,0,211,0,0,0,0,52,0,0,0,0,0,0,0,112,0,0,0,0,273,0,176,201,381,164,346,211,0,0,0,0,0,0,175,515,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0
"55","OTU_81","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis_sp",0,0,0,810,0,0,0,0,0,124,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,240,0,0,0,0,0,13,0,0,54,0,35,0,0,0,0,0,0,0,0,0,0,0,93,0,762,0,85,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,2,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,85,0,0,0,259
"56","OTU_64","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","Xylaria_sp",0,0,0,0,0,137,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,0,0,0,0,0,0,197,0,0,0,0,0,85,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,205,0,0,524,0,0,37,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,18,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","OTU_63","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","Zasmidium_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,48,954,0,2,0,2,35,4,0,3,0,0,2101,0,0,12,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,100,15,0,0,0,0,0,0,0,420,0,0,0,96,0,0,0,0,0,0,0,0,0,0
"58","OTU_87","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","unidentified","Xylariaceae_sp",225,0,0,0,0,0,0,0,43,0,0,0,43,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,278,0,0,0,62,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,276,0,210,178,145,232,220,74,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,64,0,0,0,0,0,0
"59","OTU_114","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","Sordariomycetes_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,22,0,984,0,0,0,0,0,86,0,52,59,0,0,0,0,0,7,0,0,0,0,0,0,0,0,88,0,0,56,1,0,0,0,0,0,78,0,22,128,10,143,0,13,0,0,0,40,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,83,0,0,68,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,126,64,1,0,0,0,8,0,0,0,0,0,35,0,0,0,0,37,0,38,0,1,0,7,0,37,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
"60","OTU_99","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_sp",0,0,110,46,0,81,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,321,0,0,0,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,243,0,0,988,0,305,0,210,0,494,0,0,63,0,319,0,0,0,158,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","OTU_74","Fungi","Ascomycota","Sordariomycetes","Xylariales","Beltraniaceae","unidentified","Beltraniaceae_sp",0,46,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,10,0,0,0,0,39,0,361,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,292,0,0,0,73,0,0,114,78,65,0,77,0,113,0,1,59,0,0,0,0,161,0,0,0,0,249,0,7,36,85,201,166,35,0,0,0,0,0,0,0,175,0,0,0,0,0,0,79,0,0,0,5,43,0,0,0,194,0,0,0,0,0,0,0
"62","OTU_61","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Ovatospora","Ovatospora_brasiliensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,1578,357,0,0,548,0,0,652,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","OTU_95","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Zasmidium","Zasmidium_queenslandicum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,304,0,134,0,0,26,78,0,0,0,0,21,24,11,0,74,5,0,0,27,11,0,0,0,27,0,51,72,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,178,0,318,0,147,0,0,0,0,0,56,0,34,224,111,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,805,112,0
"64","OTU_72","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_thysanolaenicola",0,0,149,140,0,92,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,43,0,0,0,0,0,44,0,0,162,0,210,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","OTU_93","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","Xylaria_sp",0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,791,0,103,0,0,0,0,0,42,0,69,287,0,0,0,225,0,19,0,0,105,0,12,7,0,0,40,0,78,0,86,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,66,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,69,0,0,0,0,31,0,21,0,37,119,0,72,0,0,0,0,0,0,0,376,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","OTU_158","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_okinawense",0,0,78,0,0,282,0,61,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,37,0,0,0,0,0,0,0,0,0,10,0,0,0,0,41,10,0,0,49,0,22,7,0,6,0,0,0,7,0,30,0,2,0,0,6,0,56,0,0,0,0,130,0,111,0,0,0,10,0,174,0,0,0,0,0,0,0,5,0,212,0,0,279,0,0,0,120,0,71,0,0,90,0,121,0,0,99,81,0,11,0,16,0,0,20,152,80,225,33,0,0,0,0,0,1,0,112,21,0,0,0,0,0,21,0,0,0,0,0,31,0,0,66,0,0,11,0,0,0,0
"67","OTU_66","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","unidentified","Bionectriaceae_sp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982,116,0,56,0,0,0,0,0,0,337,0,2,0,2,0,15,36,0,0,0,19,3,0,10,298,51,0,0,0,44,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,21,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,111,0,0
"68","OTU_76","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","Hypocreales_sp",0,0,67,57,0,181,16,0,16,0,0,0,0,0,0,0,107,0,0,14,0,9,0,0,4,23,19,0,4,37,17,10,0,11,0,20,28,7,0,26,0,0,16,0,0,10,17,143,90,0,0,17,0,0,29,0,37,44,0,16,8,0,0,8,0,28,0,0,0,16,0,0,220,9,127,0,0,0,0,0,0,0,0,18,0,0,0,118,0,0,0,0,0,0,0,68,41,24,46,0,39,110,49,46,92,0,0,33,26,45,10,0,0,65,26,14,0,11,0,0,13,0,0,30,0,10,0,0,0,0,0,20,0,34,0,1,6,0,0,0,67,0,0,0,10,37,0,0,0,91,0,0,0,0,0,137
"69","OTU_67","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","Candida_parapsilosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,35,0,0,0,0,0,249,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,284,0,57,0,18,27,0,0,0,0,0,0,0,0,0,0,0,0
